

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
049.883  000.066  000.066: require('luasnip.nodes.textNode')
049.969  000.081  000.081: require('luasnip.util.mark')
050.437  000.388  000.388: require('luasnip.util._builtin_vars')
050.705  000.257  000.257: require('vim.inspect')
050.754  000.781  000.137: require('luasnip.util.environ')
050.877  000.118  000.118: require('luasnip.util.pattern_tokenizer')
050.943  000.061  000.061: require('luasnip.util.dict')
051.015  000.067  000.067: require('luasnip.session.snippet_collection')
051.047  002.092  000.196: require('luasnip.nodes.snippet')
051.173  000.055  000.055: require('luasnip.loaders._caches')
051.291  000.111  000.111: require('luasnip.util.path')
051.331  000.280  000.114: require('luasnip.loaders')
051.501  000.145  000.145: require('luasnip.nodes.functionNode')
051.604  000.097  000.097: require('luasnip.nodes.choiceNode')
051.690  000.080  000.080: require('luasnip.nodes.dynamicNode')
051.897  000.124  000.124: require('luasnip.nodes.restoreNode')
052.136  000.069  000.069: require('luasnip.util.parser.neovim_ast')
055.462  000.116  000.116: require('luasnip.util.directed_graph')
055.480  003.503  003.318: require('luasnip.util.parser.ast_utils')
055.629  000.066  000.066: require('luasnip.util.functions')
055.636  000.152  000.086: require('luasnip.util.parser.ast_parser')
055.742  000.102  000.102: require('luasnip.util.parser.neovim_parser')
055.813  000.066  000.066: require('luasnip.util.str')
055.824  003.920  000.097: require('luasnip.util.parser')
056.374  000.054  000.054: require('vim.treesitter.language')
056.384  000.143  000.088: require('vim.treesitter.query')
056.461  000.073  000.073: require('vim.treesitter.languagetree')
056.511  000.348  000.132: require('vim.treesitter')
056.644  000.657  000.309: require('nvim-treesitter.parsers')
056.819  000.086  000.086: require('nvim-treesitter.utils')
056.827  000.178  000.092: require('nvim-treesitter.ts_utils')
056.832  000.903  000.068: require('luasnip.extras.filetype_functions')
056.919  000.070  000.070: require('luasnip.extras')
056.991  000.067  000.067: require('luasnip.extras.fmt')
057.048  000.053  000.053: require('luasnip.extras.expand_conditions')
057.114  000.059  000.059: require('luasnip.nodes.absolute_indexer')
057.307  001.480  000.329: require('luasnip.config')
057.314  008.469  000.251: require('luasnip')
057.395  000.077  000.077: require('luasnip.loaders.util')
057.463  000.063  000.063: require('luasnip.nodes.snippetProxy')
057.471  008.736  000.127: require('luasnip.loaders.from_vscode')
057.644  000.067  000.067: require('lspconfig')
057.723  000.074  000.074: require('lspconfig.server_configurations.pyright')
058.298  000.071  000.071: require('lspconfig.server_configurations.gopls')
058.508  000.080  000.080: require('lspconfig.server_configurations.sumneko_lua')
061.093  000.125  000.125: require('lspconfig.server_configurations.jdtls')
063.915  000.155  000.155: require('mason-lspconfig.server_configurations.omnisharp')
064.312  035.196  017.241: require('core.mason')
066.874  000.091  000.091: require('tokyonight.treesitter')
066.892  000.192  000.101: require('tokyonight.util')
067.140  000.078  000.078: require('tokyonight.colors')
067.145  000.249  000.171: require('tokyonight.theme')
067.215  000.066  000.066: require('tokyonight.config')
067.220  000.589  000.081: require('tokyonight')
067.719  000.109  000.109: require('vim.treesitter.highlighter')
068.179  001.601  000.903: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\tokyonight.nvim\colors\tokyonight-storm.lua
068.361  004.042  002.442: require('core.ui')
068.454  000.088  000.088: require('core.autocommands')
068.566  000.107  000.107: require('core.set')
068.571  055.121  000.205: require('core')
068.574  055.189  000.068: sourcing C:\Users\s.schubert\AppData\Local\nvim\init.lua
068.622  006.401: sourcing vimrc file(s)
070.273  000.047  000.047: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\editorconfig.nvim\ftdetect\editorconfig.vim
070.635  000.032  000.032: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\LuaSnip\ftdetect\snippets.vim
071.941  002.116  002.038: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\filetype.lua
072.115  000.032  000.032: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\filetype.vim
073.240  000.133  000.133: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\syntax\synload.vim
073.452  001.122  000.989: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\syntax\syntax.vim
078.677  000.257  000.257: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\gzip.vim
078.813  000.030  000.030: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\health.vim
080.039  000.225  000.225: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\pack\dist\opt\matchit\plugin\matchit.vim
080.268  001.360  001.135: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\matchit.vim
080.592  000.203  000.203: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\matchparen.vim
081.206  000.479  000.479: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\netrwPlugin.vim
081.787  000.027  000.027: sourcing C:\Users\s.schubert\AppData\Local\nvim-data/rplugin.vim
081.805  000.400  000.373: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\rplugin.vim
082.017  000.093  000.093: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\shada.vim
082.174  000.044  000.044: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\spellfile.vim
082.424  000.139  000.139: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\tarPlugin.vim
082.687  000.137  000.137: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\tohtml.vim
082.839  000.041  000.041: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\tutor.vim
083.167  000.222  000.222: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\zipPlugin.vim
084.406  000.091  000.091: require('rust-tools')
084.569  000.067  000.067: require('rust-tools.utils.utils')
084.576  000.161  000.094: require('rust-tools.code_action_group')
084.637  000.057  000.057: require('rust-tools.commands')
084.820  000.053  000.053: require('rust-tools/executors/termopen')
084.881  000.055  000.055: require('rust-tools/executors/quickfix')
084.947  000.062  000.062: require('rust-tools/executors/toggleterm')
084.951  000.237  000.067: require('rust-tools/executors')
084.957  000.316  000.080: require('rust-tools.config')
085.019  000.058  000.058: require('rust-tools.crate_graph')
085.091  000.068  000.068: require('rust-tools.dap')
085.152  000.057  000.057: require('rust-tools.debuggables')
085.226  000.070  000.070: require('rust-tools.expand_macro')
085.300  000.070  000.070: require('rust-tools.external_docs')
085.382  000.077  000.077: require('rust-tools.hover_actions')
085.450  000.064  000.064: require('rust-tools.hover_range')
085.536  000.082  000.082: require('rust-tools.inlay_hints')
085.609  000.064  000.064: require('rust-tools.join_lines')
085.754  000.057  000.057: require('rust-tools.server_status')
085.761  000.147  000.090: require('rust-tools.lsp')
085.827  000.060  000.060: require('rust-tools.move_item')
085.894  000.063  000.063: require('rust-tools.open_cargo_toml')
085.957  000.058  000.058: require('rust-tools.parent_module')
086.025  000.064  000.064: require('rust-tools.runnables')
086.100  000.070  000.070: require('rust-tools.ssr')
086.170  000.066  000.066: require('rust-tools.standalone')
086.237  000.063  000.063: require('rust-tools.workspace_refresh')
086.326  000.060  000.060: require('rust-tools/workspace_refresh')
086.559  000.090  000.090: require('lspconfig.server_configurations.rust_analyzer')
098.878  000.085  000.085: require('windows.lib.util')
098.959  000.069  000.069: require('animation.easing')
098.966  000.248  000.094: require('windows.config')
098.971  000.363  000.115: require('windows')
100.103  000.120  000.120: require('windows.class.singleton')
100.287  000.085  000.085: require('middleclass')
100.316  000.203  000.118: require('animation')
100.419  000.099  000.099: require('windows.lib.api')
100.492  000.068  000.068: require('windows.cache')
100.583  000.027  000.027: require('ffi')
100.605  000.108  000.081: require('windows.lib.ffi')
100.614  001.622  001.024: require('windows.lib.resize-windows-animated')
100.875  000.105  000.105: require('windows.lib.frame')
100.947  000.066  000.066: require('windows.lib.resize-windows')
100.952  000.249  000.079: require('windows.calculate-layout')
100.985  000.356  000.107: require('windows.autowidth')
101.096  000.076  000.076: require('windows.maximize-window')
101.166  000.064  000.064: require('core.plugins.telescope')
101.297  000.064  000.064: require('telescope._extensions')
101.303  000.133  000.069: require('telescope')
101.602  000.142  000.142: require('trouble.config')
101.610  000.236  000.093: require('trouble.util')
101.617  000.311  000.075: require('trouble.providers.telescope')
101.727  000.079  000.079: require('telescope.themes')
102.274  000.112  000.112: require('plenary.bit')
102.362  000.081  000.081: require('plenary.functional')
102.386  000.331  000.138: require('plenary.path')
102.391  000.450  000.119: require('plenary.strings')
102.473  000.079  000.079: require('telescope.deprecated')
102.753  000.124  000.124: require('plenary.log')
102.774  000.212  000.088: require('telescope.log')
102.999  000.129  000.129: require('plenary.job')
103.066  000.062  000.062: require('telescope.state')
103.078  000.301  000.110: require('telescope.utils')
103.089  000.612  000.099: require('telescope.sorters')
106.099  004.361  003.220: require('telescope.config')
108.432  000.344  000.344: require('telescope._extensions.ui-select')
109.799  000.139  000.139: require('plenary.tbl')
109.834  000.328  000.189: require('plenary.vararg.rotate')
109.838  000.431  000.103: require('plenary.vararg')
110.046  000.202  000.202: require('plenary.errors')
110.062  000.866  000.233: require('plenary.async.async')
110.525  000.061  000.061: require('plenary.async.structs')
110.535  000.166  000.105: require('plenary.async.control')
110.542  000.341  000.174: require('plenary.async.util')
110.546  000.480  000.139: require('plenary.async.tests')
110.550  001.885  000.539: require('plenary.async')
110.701  000.065  000.065: require('plenary.window.border')
110.759  000.053  000.053: require('plenary.window')
110.814  000.051  000.051: require('plenary.popup.utils')
110.822  000.267  000.098: require('plenary.popup')
111.028  000.060  000.060: require('telescope.pickers.scroller')
111.092  000.059  000.059: require('telescope.actions.state')
111.157  000.060  000.060: require('telescope.actions.utils')
111.285  000.061  000.061: require('telescope.actions.mt')
111.313  000.152  000.091: require('telescope.actions.set')
111.435  000.059  000.059: require('telescope.config.resolve')
111.441  000.124  000.065: require('telescope.pickers.entry_display')
111.496  000.052  000.052: require('telescope.from_entry')
111.612  000.786  000.280: require('telescope.actions')
111.681  000.063  000.063: require('telescope.debounce')
111.779  000.093  000.093: require('telescope.mappings')
111.850  000.065  000.065: require('telescope.pickers.highlights')
111.906  000.052  000.052: require('telescope.pickers.window')
112.025  000.057  000.057: require('telescope.algos.linked_list')
112.031  000.121  000.064: require('telescope.entry_manager')
112.087  000.052  000.052: require('telescope.pickers.multi')
112.108  003.653  000.268: require('telescope.pickers')
112.300  000.130  000.130: require('telescope.make_entry')
112.362  000.056  000.056: require('telescope.finders.async_static_finder')
112.532  000.050  000.050: require('plenary.class')
112.601  000.181  000.131: require('telescope._')
112.607  000.240  000.059: require('telescope.finders.async_oneshot_finder')
112.674  000.064  000.064: require('telescope.finders.async_job_finder')
112.680  000.569  000.080: require('telescope.finders')
112.745  000.054  000.054: require('vim.ui')
112.952  000.110  000.110: require('fidget.log')
112.960  000.196  000.086: require('fidget')
113.060  000.092  000.092: require('fidget.spinners')
113.292  000.052  000.052: require('todo-comments.util')
113.302  000.134  000.081: require('todo-comments.config')
113.422  000.065  000.065: require('todo-comments.highlight')
113.427  000.121  000.057: require('todo-comments.jump')
113.431  000.322  000.067: require('todo-comments')
113.621  000.086  000.086: require('indent_blankline/utils')
113.629  000.185  000.099: require('indent_blankline')
113.986  000.076  000.076: require('toggleterm.lazy')
114.069  000.074  000.074: require('toggleterm.constants')
114.217  000.141  000.141: require('toggleterm.terminal')
114.244  000.472  000.182: require('toggleterm')
114.437  000.080  000.080: require('toggleterm.colors')
114.549  000.088  000.088: require('toggleterm.utils')
114.599  000.334  000.166: require('toggleterm.config')
114.931  000.124  000.124: require('toggleterm.commandline')
115.367  000.054  000.054: require('trouble.providers.qf')
115.431  000.058  000.058: require('trouble.providers.lsp')
115.489  000.052  000.052: require('trouble.providers.diagnostic')
115.495  000.238  000.074: require('trouble.providers')
115.549  000.050  000.050: require('trouble.text')
115.618  000.065  000.065: require('trouble.folds')
115.623  000.428  000.076: require('trouble.renderer')
115.633  000.523  000.095: require('trouble.view')
115.698  000.061  000.061: require('trouble.colors')
115.815  000.793  000.209: require('trouble')
115.972  000.083  000.083: require('lspsaga')
116.187  000.102  000.102: require('lspsaga.libs')
116.394  000.050  000.050: require('lspsaga.wrap')
116.401  000.135  000.085: require('lspsaga.window')
116.466  000.061  000.061: require('lspsaga.api')
116.471  000.279  000.083: require('lspsaga.codeaction.window')
116.493  000.493  000.111: require('lspsaga.codeaction.indicator')
116.674  000.052  000.052: require('nvim-autopairs._log')
116.740  000.061  000.061: require('nvim-autopairs.utils')
116.921  000.062  000.062: require('nvim-autopairs.conds')
116.928  000.124  000.061: require('nvim-autopairs.rule')
116.932  000.188  000.064: require('nvim-autopairs.rules.basic')
116.940  000.417  000.116: require('nvim-autopairs')
117.305  000.067  000.067: require('Comment')
117.450  000.057  000.057: require('Comment.config')
117.520  000.065  000.065: require('Comment.utils')
117.580  000.055  000.055: require('Comment.opfunc')
117.635  000.051  000.051: require('Comment.extra')
117.642  000.332  000.103: require('Comment.api')
117.875  000.086  000.086: require('nvim-navic')
118.022  000.061  000.061: require('lualine_require')
118.962  001.083  001.022: require('lualine')
133.832  000.104  000.104: require('lualine.utils.mode')
134.727  000.065  000.065: require('nvim-treesitter.tsrange')
134.788  000.052  000.052: require('nvim-treesitter.caching')
134.799  000.209  000.092: require('nvim-treesitter.query')
134.810  000.315  000.105: require('nvim-treesitter.configs')
134.995  000.066  000.066: require('nvim-treesitter.info')
135.075  000.075  000.075: require('nvim-treesitter.shell_command_selectors')
135.097  000.275  000.133: require('nvim-treesitter.install')
194.502  060.086  059.496: require('core.plugins.treesitter')
194.808  000.057  000.057: require('twilight.util')
194.847  000.157  000.101: require('twilight.config')
194.856  000.238  000.081: require('twilight.view')
194.860  000.339  000.101: require('twilight')
195.110  000.108  000.108: require('lsp_signature.helper')
195.164  000.295  000.187: require('lsp_signature')
195.358  000.172  000.172: require('treesitter-context')
195.654  000.085  000.085: require('colorizer/nvim')
195.811  000.152  000.152: require('colorizer/trie')
195.957  000.484  000.248: require('colorizer')
198.381  000.347  000.347: require('null-ls.methods')
198.434  000.648  000.301: require('null-ls.utils')
198.448  000.839  000.191: require('null-ls.config')
198.576  000.055  000.055: require('null-ls.helpers.cache')
198.663  000.080  000.080: require('null-ls.helpers.diagnostics')
198.724  000.056  000.056: require('null-ls.helpers.formatter_factory')
198.859  000.059  000.059: require('null-ls.logger')
198.938  000.074  000.074: require('null-ls.state')
198.944  000.216  000.083: require('null-ls.helpers.generator_factory')
199.084  000.060  000.060: require('null-ls.helpers.command_resolver')
199.089  000.142  000.082: require('null-ls.helpers.make_builtin')
199.155  000.062  000.062: require('null-ls.helpers.range_formatting_args_factory')
199.160  000.708  000.098: require('null-ls.helpers')
199.312  000.075  000.075: require('null-ls.diagnostics')
199.326  000.163  000.088: require('null-ls.sources')
199.391  000.060  000.060: require('null-ls.builtins')
199.395  002.098  000.327: require('null-ls')
199.743  000.168  000.168: require('null-ls.builtins.formatting.stylua')
199.852  000.084  000.084: require('null-ls.builtins.diagnostics.eslint')
199.948  000.065  000.065: require('null-ls.builtins.completion.spell')
200.260  000.096  000.096: require('null-ls.client')
200.361  116.871  033.839: sourcing C:\Users\s.schubert\AppData\Local\nvim\plugin\packer_compiled.lua
201.100  000.081  000.081: sourcing C:\Program Files\nvim-win64\share\nvim\runtime\plugin\man.lua
201.144  008.896: loading rtp plugins
204.878  000.234  000.234: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\Comment.nvim\plugin\Comment.lua
206.361  000.058  000.058: require('diffview.lazy')
206.448  000.080  000.080: require('diffview.oop')
206.460  000.234  000.096: require('diffview.events')
206.487  001.092  000.858: require('diffview.bootstrap')
206.511  001.183  000.091: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\diffview.nvim\plugin\diffview.lua
206.959  000.092  000.092: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\editorconfig.nvim\plugin\editorconfig.vim
207.845  000.089  000.089: require('indent_blankline.commands')
207.935  000.333  000.244: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\indent-blankline.nvim\plugin\indent_blankline.vim
218.192  009.793  009.793: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\lazygit.nvim\plugin\lazygit.vim
219.042  000.196  000.196: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\lspsaga.nvim\plugin\lspsaga.vim
220.032  000.237  000.237: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\LuaSnip\plugin\luasnip.vim
221.268  000.079  000.079: require('cmp.utils.highlight')
221.600  000.498  000.419: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-cmp\plugin\cmp.lua
222.014  000.059  000.059: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-colorizer.lua\plugin\colorizer.vim
222.684  000.115  000.115: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-lspconfig\plugin\lspconfig.lua
223.417  000.062  000.062: require('nvim-treesitter.statusline')
223.490  000.067  000.067: require('nvim-treesitter.query_predicates')
223.495  000.218  000.089: require('nvim-treesitter')
224.059  000.268  000.268: require('nvim-treesitter.highlight')
224.312  001.088  000.602: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-treesitter\plugin\nvim-treesitter.lua
224.746  000.049  000.049: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-treesitter-context\plugin\treesitter-context.vim
225.517  000.054  000.054: require('nvim-ts-autotag._log')
225.526  000.118  000.064: require('nvim-ts-autotag.utils')
225.538  000.226  000.108: require('nvim-ts-autotag.internal')
225.542  000.311  000.086: require('nvim-ts-autotag')
225.596  000.403  000.092: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-ts-autotag\plugin\nvim-ts-autotag.vim
226.157  000.062  000.062: require('ts_context_commentstring')
226.194  000.136  000.074: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-ts-context-commentstring\plugin\ts_context_commentstring.vim
226.733  000.066  000.066: require('rainbow')
226.827  000.194  000.129: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-ts-rainbow\plugin\rainbow.vim
227.356  000.079  000.079: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\nvim-web-devicons\plugin\nvim-web-devicons.vim
228.142  000.071  000.071: require('nvim-treesitter-playground')
228.296  000.285  000.214: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\playground\plugin\nvim-treesitter-playground.lua
228.705  000.066  000.066: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\plenary.nvim\plugin\plenary.vim
229.787  000.242  000.242: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\telescope.nvim\plugin\telescope.lua
231.089  000.208  000.208: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\todo-comments.nvim\plugin\todo.vim
232.632  000.111  000.111: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\trouble.nvim\plugin\trouble.vim
233.124  000.055  000.055: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\twilight.nvim\plugin\twilight.vim
233.753  000.196  000.196: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\undotree\plugin\undotree.vim
234.610  000.063  000.063: require('illuminate.util')
234.677  000.061  000.061: require('illuminate.config')
234.737  000.055  000.055: require('illuminate.reference')
234.744  000.261  000.082: require('illuminate.highlight')
234.751  000.382  000.121: require('illuminate.engine')
234.854  000.081  000.081: require('illuminate')
235.022  000.834  000.372: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\vim-illuminate\plugin\illuminate.vim
235.977  000.472  000.472: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\vim-surround\plugin\surround.vim
236.429  018.126: loading packages
237.629  000.057  000.057: require('cmp_buffer.timer')
237.637  000.134  000.077: require('cmp_buffer.buffer')
237.642  000.214  000.081: require('cmp_buffer.source')
237.646  000.278  000.064: require('cmp_buffer')
237.721  000.425  000.147: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\cmp-buffer\after\plugin\cmp_buffer.lua
238.137  000.125  000.125: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\cmp-nvim-lsp\after\plugin\cmp_nvim_lsp.lua
238.558  000.082  000.082: require('cmp_luasnip')
238.630  000.210  000.128: sourcing C:\Users\s.schubert\AppData\Local\nvim-data\site\pack\packer\start\cmp_luasnip\after\plugin\cmp_luasnip.lua
239.228  000.130  000.130: sourcing C:\Users\s.schubert\AppData\Local\nvim\after\plugin\keymap\init.lua
239.489  000.148  000.148: sourcing C:\Users\s.schubert\AppData\Local\nvim\after\plugin\keymap\telescope.lua
239.504  002.037: loading after plugins
239.517  000.013: inits 3
243.001  003.485: reading ShaDa
243.768  000.170  000.170: require('luasnip.loaders.from_lua')
243.879  000.082  000.082: require('luasnip.loaders.from_snipmate')
243.928  000.675: opening buffers
244.165  000.237: BufEnter autocommands
244.171  000.006: editing files in windows
244.440  000.096  000.096: require('editorconfig')
244.811  000.083  000.083: require('illuminate.providers.lsp')
244.956  000.070  000.070: require('nvim-treesitter.locals')
